280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
280.00	280.00
