0.06540	0.06610	0.06668	0.06712	0.06741	0.06761	0.06777	0.06792	0.06826	0.06863	0.06863	0.06866	0.06876	0.06898	0.06929	0.06945	0.06946	0.06950	0.06950	0.06901	0.0     0.0     0.0     0.0     0.06922	0.06923	0.06870	0.06738	0.06568	0.06474	0.06401	0.06392	0.06396	0.06415	0.06435	0.06472
0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.07296	0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.07619	0.07748	0.0     0.0     0.07246	0.07421	0.07316	0.07317	0.07293	0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
0.0     0.0     0.0     0.0     0.0     0.0     0.08961	0.08794	0.08848	0.09113	0.08529	0.08540	0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.09911	0.10128	0.09971	0.07781	0.07945	0.07535	0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
0.0     0.0     0.0     0.0     0.09607	0.09942	0.10176	0.09993	0.09931	0.09620	0.09451	0.09523	0.09986	0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.10968	0.10850	0.10930	0.10735	0.09543	0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
0.0     0.0     0.0     0.0     0.11392	0.11326	0.11109	0.11026	0.10899	0.10767	0.10593	0.10543	0.10667	0.11302	0.0     0.0     0.0     0.0     0.0     0.0     0.12234	0.11840	0.11808	0.11791	0.11820	0.12286	0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
0.0     0.0     0.0     0.13398	0.13292	0.12822	0.12411	0.12161	0.11984	0.11834	0.11654	0.11528	0.11572	0.11914	0.0     0.0     0.0     0.0     0.0     0.13164	0.13228	0.12987	0.12842	0.12727	0.12806	0.12975	0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
0.0     0.0     0.0     0.14425	0.14247	0.13836	0.13442	0.13186	0.12959	0.12766	0.12617	0.12496	0.12369	0.12634	0.0     0.0     0.0     0.0     0.14180	0.14160	0.14039	0.13969	0.13855	0.13650	0.13532	0.0     0.14904	0.15273	0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
0.0     0.0     0.0     0.15081	0.15044	0.14694	0.14351	0.14044	0.13755	0.13572	0.13428	0.13343	0.13036	0.12830	0.0     0.0     0.0     0.0     0.15038	0.15083	0.15022	0.14973	0.14781	0.14404	0.14024	0.15025	0.15164	0.15487	0.15684	0.15787	0.0     0.0     0.0     0.0     0.0     0.0
0.0     0.0     0.15374	0.15648	0.15657	0.15383	0.15104	0.14762	0.14446	0.14285	0.14276	0.14173	0.13628	0.13266	0.13899	0.0     0.0     0.0     0.15833	0.15875	0.15869	0.15815	0.15462	0.14783	0.14515	0.0     0.0     0.15907	0.15924	0.0     0.0     0.0     0.0     0.0     0.0     0.0
0.0     0.0     0.15420	0.16053	0.16056	0.15948	0.15752	0.15276	0.14942	0.14841	0.14736	0.14407	0.14020	0.13666	0.14313	0.0     0.15382	0.15569	0.16010	0.16172	0.16164	0.15964	0.15509	0.15059	0.15434	0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
