   -0.25500E+03    -0.80406E+02    -0.24500E+03    -0.66773E+02
   -0.24500E+03    -0.80406E+02    -0.24500E+03    -0.66773E+02
   -0.23500E+03    -0.80406E+02    -0.23500E+03    -0.66773E+02
   -0.22500E+03    -0.80406E+02    -0.21500E+03    -0.66773E+02
   -0.21500E+03    -0.80406E+02    -0.20500E+03    -0.66773E+02
   -0.20500E+03    -0.80406E+02    -0.20500E+03    -0.66773E+02
   -0.19500E+03    -0.80406E+02    -0.19500E+03    -0.66773E+02
   -0.18500E+03    -0.80406E+02    -0.18500E+03    -0.66773E+02
   -0.17500E+03    -0.80406E+02    -0.17500E+03    -0.66773E+02
   -0.16500E+03    -0.80406E+02    -0.16500E+03    -0.66773E+02
   -0.15500E+03    -0.80406E+02    -0.15500E+03    -0.66773E+02
   -0.14500E+03    -0.80406E+02    -0.14500E+03    -0.66773E+02
   -0.13500E+03    -0.80406E+02    -0.13500E+03    -0.66773E+02
   -0.12500E+03    -0.80406E+02    -0.12500E+03    -0.66773E+02
   -0.11500E+03    -0.80406E+02    -0.11500E+03    -0.66773E+02
   -0.10500E+03    -0.80406E+02    -0.10500E+03    -0.66773E+02
   -0.95000E+02    -0.80406E+02    -0.95000E+02    -0.66773E+02
   -0.85000E+02    -0.80406E+02    -0.85000E+02    -0.66773E+02
   -0.75000E+02    -0.80406E+02    -0.75000E+02    -0.66773E+02
   -0.65000E+02    -0.80406E+02    -0.65000E+02    -0.66773E+02
   -0.55000E+02    -0.80406E+02    -0.55000E+02    -0.66773E+02
   -0.45000E+02    -0.80406E+02    -0.45000E+02    -0.66773E+02
   -0.35000E+02    -0.80406E+02    -0.35000E+02    -0.66773E+02
   -0.25000E+02    -0.80406E+02    -0.25000E+02    -0.66773E+02
   -0.15000E+02    -0.80406E+02    -0.15000E+02    -0.66773E+02
   -0.50000E+01    -0.80406E+02    -0.50000E+01    -0.66773E+02
    0.50000E+01    -0.80406E+02    -0.50000E+01    -0.66773E+02
    0.15000E+02    -0.80406E+02     0.15000E+02    -0.66773E+02
    0.25000E+02    -0.80406E+02     0.25000E+02    -0.66773E+02
    0.35000E+02    -0.80406E+02     0.35000E+02    -0.66773E+02
    0.45000E+02    -0.80406E+02     0.45000E+02    -0.66773E+02
    0.55000E+02    -0.80406E+02     0.65000E+02    -0.66773E+02
    0.65000E+02    -0.80406E+02     0.65000E+02    -0.66773E+02
    0.75000E+02    -0.80406E+02     0.65000E+02    -0.66773E+02
    0.85000E+02    -0.80406E+02     0.75000E+02    -0.66773E+02
    0.95000E+02    -0.80406E+02     0.85000E+02    -0.66773E+02
   -0.25500E+03    -0.66773E+02    -0.24500E+03    -0.66773E+02
    0.95000E+02    -0.66773E+02     0.95000E+02    -0.59588E+02
   -0.65000E+02    -0.48648E+02    -0.65000E+02    -0.53750E+02
   -0.65000E+02    -0.44024E+02    -0.75000E+02    -0.44024E+02
   -0.65000E+02    -0.39740E+02    -0.55000E+02    -0.39740E+02
   -0.21500E+03    -0.35709E+02    -0.22500E+03    -0.35709E+02
   -0.65000E+02    -0.35709E+02    -0.55000E+02    -0.35709E+02
   -0.22500E+03    -0.31874E+02    -0.22500E+03    -0.35709E+02
   -0.21500E+03    -0.31874E+02    -0.22500E+03    -0.35709E+02
   -0.65000E+02    -0.31874E+02    -0.75000E+02    -0.35709E+02
   -0.55000E+02    -0.31874E+02    -0.55000E+02    -0.35709E+02
    0.25000E+02    -0.31874E+02     0.25000E+02    -0.35709E+02
   -0.23500E+03    -0.28194E+02    -0.23500E+03    -0.31874E+02
   -0.22500E+03    -0.28194E+02    -0.23500E+03    -0.31874E+02
   -0.21500E+03    -0.28194E+02    -0.22500E+03    -0.35709E+02
   -0.65000E+02    -0.28194E+02    -0.75000E+02    -0.31874E+02
   -0.55000E+02    -0.28194E+02    -0.55000E+02    -0.35709E+02
    0.25000E+02    -0.28194E+02     0.15000E+02    -0.28194E+02
   -0.23500E+03    -0.24637E+02    -0.24500E+03    -0.24637E+02
   -0.22500E+03    -0.24637E+02    -0.23500E+03    -0.31874E+02
   -0.21500E+03    -0.24637E+02    -0.23500E+03    -0.31874E+02
   -0.65000E+02    -0.24637E+02    -0.55000E+02    -0.35709E+02
   -0.55000E+02    -0.24637E+02    -0.55000E+02    -0.35709E+02
    0.25000E+02    -0.24637E+02     0.15000E+02    -0.28194E+02
   -0.23500E+03    -0.21178E+02    -0.24500E+03    -0.21178E+02
   -0.22500E+03    -0.21178E+02    -0.21500E+03    -0.17799E+02
   -0.21500E+03    -0.21178E+02    -0.21500E+03    -0.17799E+02
   -0.65000E+02    -0.21178E+02    -0.55000E+02    -0.35709E+02
   -0.55000E+02    -0.21178E+02    -0.55000E+02    -0.35709E+02
   -0.45000E+02    -0.21178E+02    -0.55000E+02    -0.35709E+02
    0.15000E+02    -0.21178E+02     0.15000E+02    -0.24637E+02
    0.25000E+02    -0.21178E+02     0.35000E+02    -0.21178E+02
   -0.23500E+03    -0.17799E+02    -0.24500E+03    -0.17799E+02
   -0.22500E+03    -0.17799E+02    -0.21500E+03    -0.17799E+02
   -0.65000E+02    -0.17799E+02    -0.45000E+02     0.15924E+01
   -0.55000E+02    -0.17799E+02    -0.55000E+02    -0.35709E+02
   -0.45000E+02    -0.17799E+02    -0.55000E+02    -0.35709E+02
    0.15000E+02    -0.17799E+02     0.50000E+01    -0.17799E+02
    0.25000E+02    -0.17799E+02     0.35000E+02    -0.21178E+02
    0.35000E+02    -0.17799E+02     0.35000E+02    -0.21178E+02
   -0.23500E+03    -0.14484E+02    -0.24500E+03    -0.14484E+02
   -0.22500E+03    -0.14484E+02    -0.21500E+03    -0.14484E+02
   -0.75000E+02    -0.14484E+02    -0.75000E+02    -0.17799E+02
   -0.65000E+02    -0.14484E+02    -0.45000E+02     0.15924E+01
   -0.55000E+02    -0.14484E+02    -0.45000E+02     0.15924E+01
   -0.45000E+02    -0.14484E+02    -0.35000E+02    -0.11217E+02
    0.15000E+02    -0.14484E+02     0.35000E+02    -0.21178E+02
    0.25000E+02    -0.14484E+02     0.35000E+02    -0.21178E+02
    0.35000E+02    -0.14484E+02     0.35000E+02    -0.21178E+02
   -0.23500E+03    -0.11217E+02    -0.21500E+03    -0.14484E+02
   -0.22500E+03    -0.11217E+02    -0.22500E+03    -0.79867E+01
   -0.75000E+02    -0.11217E+02    -0.45000E+02     0.15924E+01
   -0.65000E+02    -0.11217E+02    -0.45000E+02     0.15924E+01
   -0.55000E+02    -0.11217E+02    -0.45000E+02     0.15924E+01
   -0.45000E+02    -0.11217E+02    -0.35000E+02    -0.11217E+02
    0.15000E+02    -0.11217E+02     0.50000E+01    -0.11217E+02
    0.25000E+02    -0.11217E+02     0.35000E+02    -0.21178E+02
    0.35000E+02    -0.11217E+02     0.35000E+02    -0.21178E+02
   -0.24500E+03    -0.79867E+01    -0.24500E+03    -0.11217E+02
   -0.75000E+02    -0.79867E+01    -0.45000E+02     0.15924E+01
   -0.65000E+02    -0.79867E+01    -0.45000E+02     0.15924E+01
   -0.55000E+02    -0.79867E+01    -0.45000E+02     0.15924E+01
   -0.45000E+02    -0.79867E+01    -0.45000E+02    -0.15924E+01
    0.15000E+02    -0.79867E+01     0.50000E+01    -0.47821E+01
    0.25000E+02    -0.79867E+01     0.50000E+01    -0.47821E+01
    0.35000E+02    -0.79867E+01     0.45000E+02    -0.79867E+01
   -0.24500E+03    -0.47821E+01    -0.25500E+03    -0.47821E+01
   -0.75000E+02    -0.47821E+01    -0.45000E+02     0.15924E+01
   -0.65000E+02    -0.47821E+01    -0.45000E+02     0.15924E+01
   -0.55000E+02    -0.47821E+01    -0.45000E+02     0.15924E+01
   -0.45000E+02    -0.47821E+01    -0.45000E+02    -0.15924E+01
    0.15000E+02    -0.47821E+01     0.50000E+01    -0.47821E+01
    0.25000E+02    -0.47821E+01     0.50000E+01    -0.47821E+01
    0.35000E+02    -0.47821E+01     0.50000E+01    -0.47821E+01
   -0.25500E+03    -0.15924E+01    -0.25500E+03    -0.47821E+01
   -0.24500E+03    -0.15924E+01    -0.23500E+03    -0.15924E+01
   -0.75000E+02    -0.15924E+01    -0.45000E+02     0.15924E+01
   -0.65000E+02    -0.15924E+01    -0.45000E+02     0.15924E+01
   -0.55000E+02    -0.15924E+01    -0.45000E+02     0.15924E+01
    0.15000E+02    -0.15924E+01     0.50000E+01    -0.47821E+01
    0.25000E+02    -0.15924E+01     0.50000E+01    -0.47821E+01
    0.35000E+02    -0.15924E+01     0.25000E+02     0.31874E+02
   -0.25500E+03     0.15924E+01     0.95000E+02     0.15924E+01
   -0.24500E+03     0.15924E+01     0.95000E+02     0.15924E+01
   -0.75000E+02     0.15924E+01    -0.45000E+02     0.15924E+01
   -0.65000E+02     0.15924E+01    -0.45000E+02     0.15924E+01
   -0.55000E+02     0.15924E+01    -0.45000E+02     0.15924E+01
    0.15000E+02     0.15924E+01     0.50000E+01    -0.47821E+01
    0.25000E+02     0.15924E+01     0.50000E+01    -0.47821E+01
    0.35000E+02     0.15924E+01     0.25000E+02     0.31874E+02
   -0.25500E+03     0.47821E+01     0.95000E+02     0.47821E+01
   -0.75000E+02     0.47821E+01    -0.65000E+02     0.11217E+02
   -0.65000E+02     0.47821E+01    -0.65000E+02     0.11217E+02
    0.15000E+02     0.47821E+01     0.50000E+01    -0.47821E+01
    0.25000E+02     0.47821E+01     0.50000E+01    -0.47821E+01
    0.35000E+02     0.47821E+01     0.25000E+02     0.31874E+02
   -0.25500E+03     0.79867E+01     0.95000E+02     0.79867E+01
   -0.75000E+02     0.79867E+01    -0.75000E+02     0.14484E+02
   -0.65000E+02     0.79867E+01    -0.65000E+02     0.11217E+02
   -0.50000E+01     0.79867E+01    -0.50000E+01     0.47821E+01
    0.50000E+01     0.79867E+01     0.50000E+01     0.47821E+01
    0.15000E+02     0.79867E+01     0.50000E+01     0.47821E+01
    0.25000E+02     0.79867E+01     0.50000E+01    -0.47821E+01
    0.35000E+02     0.79867E+01     0.25000E+02     0.31874E+02
    0.45000E+02     0.79867E+01     0.45000E+02     0.15924E+01
   -0.25500E+03     0.11217E+02    -0.24500E+03     0.11217E+02
   -0.75000E+02     0.11217E+02    -0.75000E+02     0.14484E+02
   -0.50000E+01     0.11217E+02     0.50000E+01     0.47821E+01
    0.50000E+01     0.11217E+02     0.50000E+01     0.47821E+01
    0.15000E+02     0.11217E+02     0.50000E+01     0.47821E+01
    0.25000E+02     0.11217E+02     0.25000E+02     0.31874E+02
    0.35000E+02     0.11217E+02     0.25000E+02     0.31874E+02
    0.45000E+02     0.11217E+02     0.55000E+02     0.11217E+02
   -0.25500E+03     0.14484E+02    -0.24500E+03     0.11217E+02
   -0.85000E+02     0.14484E+02    -0.85000E+02     0.17799E+02
   -0.50000E+01     0.14484E+02     0.50000E+01     0.47821E+01
    0.50000E+01     0.14484E+02     0.50000E+01     0.47821E+01
    0.15000E+02     0.14484E+02     0.10000E+05     0.10000E+05
    0.25000E+02     0.14484E+02     0.25000E+02     0.31874E+02
    0.35000E+02     0.14484E+02     0.25000E+02     0.31874E+02
    0.45000E+02     0.14484E+02     0.55000E+02     0.14484E+02
   -0.25500E+03     0.17799E+02    -0.24500E+03     0.11217E+02
   -0.95000E+02     0.17799E+02    -0.95000E+02     0.21178E+02
   -0.50000E+01     0.17799E+02    -0.15000E+02     0.17799E+02
    0.50000E+01     0.17799E+02     0.50000E+01     0.47821E+01
    0.15000E+02     0.17799E+02     0.10000E+05     0.10000E+05
    0.25000E+02     0.17799E+02     0.25000E+02     0.31874E+02
    0.35000E+02     0.17799E+02     0.25000E+02     0.31874E+02
    0.45000E+02     0.17799E+02     0.55000E+02     0.17799E+02
    0.75000E+02     0.17799E+02     0.85000E+02     0.17799E+02
   -0.25500E+03     0.21178E+02    -0.24500E+03     0.21178E+02
   -0.10500E+03     0.21178E+02    -0.10500E+03     0.17799E+02
   -0.50000E+01     0.21178E+02    -0.15000E+02     0.21178E+02
    0.50000E+01     0.21178E+02     0.50000E+01     0.47821E+01
    0.15000E+02     0.21178E+02     0.10000E+05     0.10000E+05
    0.25000E+02     0.21178E+02     0.25000E+02     0.31874E+02
    0.35000E+02     0.21178E+02     0.25000E+02     0.31874E+02
    0.45000E+02     0.21178E+02     0.55000E+02     0.21178E+02
    0.75000E+02     0.21178E+02     0.85000E+02     0.17799E+02
    0.85000E+02     0.21178E+02     0.85000E+02     0.17799E+02
    0.95000E+02     0.21178E+02     0.95000E+02     0.17799E+02
   -0.25500E+03     0.24637E+02    -0.24500E+03     0.21178E+02
   -0.24500E+03     0.24637E+02    -0.24500E+03     0.21178E+02
   -0.10500E+03     0.24637E+02    -0.95000E+02     0.24637E+02
   -0.50000E+01     0.24637E+02    -0.15000E+02     0.24637E+02
    0.50000E+01     0.24637E+02     0.15000E+02     0.31874E+02
    0.15000E+02     0.24637E+02     0.15000E+02     0.31874E+02
    0.25000E+02     0.24637E+02     0.25000E+02     0.31874E+02
    0.35000E+02     0.24637E+02     0.25000E+02     0.31874E+02
    0.45000E+02     0.24637E+02     0.55000E+02     0.24637E+02
    0.75000E+02     0.24637E+02     0.65000E+02     0.21178E+02
    0.85000E+02     0.24637E+02     0.85000E+02     0.17799E+02
    0.95000E+02     0.24637E+02     0.95000E+02     0.17799E+02
   -0.25500E+03     0.28194E+02    -0.23500E+03     0.31874E+02
   -0.24500E+03     0.28194E+02    -0.23500E+03     0.31874E+02
   -0.10500E+03     0.28194E+02    -0.95000E+02     0.28194E+02
   -0.50000E+01     0.28194E+02    -0.15000E+02     0.28194E+02
    0.50000E+01     0.28194E+02     0.15000E+02     0.31874E+02
    0.15000E+02     0.28194E+02     0.15000E+02     0.31874E+02
    0.25000E+02     0.28194E+02     0.25000E+02     0.31874E+02
    0.35000E+02     0.28194E+02     0.25000E+02     0.31874E+02
    0.45000E+02     0.28194E+02     0.55000E+02     0.24637E+02
